Car,IndIncome,IncomeCategory
1,4.423359,4
0,5.96479,5
1,5.01177,5
0,4.922687,4
1,5.970946,5
1,2.390584,2
1,2.210614,2
1,2.835971,2
1,4.729535,4
1,5.275176,5
1,2.337552,2
1,2.612755,2
1,3.708814,3
1,5.729421,5
1,3.643317,3
0,2.891459,2
1,1.057863,1
0,2.826074,2
1,4.663736,4
1,4.912566,4
1,5.287486,5
1,5.402758,5
1,1.294275,1
1,2.965593,2
1,1.578371,1
0,2.951652,2
0,2.187643,2
1,3.280416,3
1,4.433422,4
1,3.396541,3
1,3.021434,3
1,1.857707,1
1,5.62262,5
1,3.999342,3
1,3.002105,3
0,1.32474,1
0,2.805189,2
1,5.441199,5
1,3.908292,3
1,4.792221,4
0,1.766912,1
1,2.659446,2
1,2.532939,2
0,1.449691,1
1,1.178637,1
0,2.041641,2
1,5.273896,5
1,2.252326,2
1,1.521671,1
1,4.531778,4
0,2.517336,2
1,1.8087,1
1,2.880152,2
0,3.766005,3
1,1.240342,1
1,1.033419,1
0,2.640625,2
1,1.355299,1
0,4.413733,4
1,3.148378,3
1,4.584788,4
1,3.604403,3
1,5.319604,5
1,1.128694,1
1,1.909882,1
1,5.562388,5
0,3.663843,3
1,2.641644,2
1,3.111947,3
1,3.235831,3
1,2.270985,2
1,3.340616,3
1,3.759305,3
0,2.381999,2
0,5.53302,5
1,1.637002,1
1,3.99382,3
1,5.280059,5
1,3.211646,3
0,5.220526,5
1,3.233299,3
1,1.813258,1
1,1.61994,1
0,2.709448,2
1,5.375875,5
1,2.897168,2
1,1.097867,1
1,4.414032,4
1,2.982686,2
1,2.483108,2
1,1.128738,1
1,4.455688,4
0,1.350256,1
1,2.5309,2
0,1.744229,1
1,4.838417,4
1,4.19631,4
1,1.820611,1
0,5.185812,5
1,2.93066,2
1,3.660968,3
0,3.456284,3
1,4.98348,4
1,2.52709,2
1,3.355804,3
1,2.482336,2
0,4.019116,4
1,5.748611,5
0,1.485643,1
1,2.604845,2
1,3.961456,3
1,3.698214,3
0,3.997379,3
1,3.574011,3
1,3.970316,3
1,2.931206,2
1,4.072687,4
1,3.369105,3
1,2.027217,2
1,2.459856,2
1,3.559705,3
1,1.949528,1
1,2.757385,2
1,1.87751,1
1,2.207553,2
1,3.723171,3
1,4.169683,4
1,1.509995,1
1,5.42436,5
0,1.693415,1
1,2.148284,2
1,4.457363,4
1,2.214941,2
0,2.31023,2
0,1.179222,1
0,1.145718,1
1,5.880868,5
1,1.188659,1
1,3.638401,3
1,2.178315,2
0,4.563875,4
1,4.153365,4
0,1.452786,1
0,1.338483,1
1,4.151916,4
1,4.747066,4
1,1.567331,1
0,1.628644,1
1,1.75128,1
1,3.865058,3
1,4.52926,4
1,4.673921,4
0,1.251568,1
1,3.652198,3
1,1.987859,1
1,4.378399,4
1,4.048177,4
0,2.423563,2
1,2.298889,2
1,2.613417,2
1,2.209378,2
1,3.164938,3
1,4.396987,4
1,4.360424,4
0,1.889743,1
1,1.653959,1
1,1.314311,1
1,1.525579,1
1,4.299545,4
1,3.208236,3
1,2.737765,2
1,2.680094,2
0,2.85037,2
0,2.116998,2
1,1.696477,1
1,2.963521,2
1,3.026337,3
1,4.842706,4
0,2.352819,2
0,2.725895,2
1,1.273009,1
1,3.23549,3
1,2.767351,2
1,1.584331,1
1,1.715691,1
1,1.534996,1
0,1.536008,1
0,2.497626,2
1,1.066048,1
0,3.130562,3
1,5.813519,5
1,5.114809,5
0,1.871465,1
1,2.727993,2
1,4.334122,4
1,2.20081,2
1,5.855461,5
1,3.786963,3
1,2.598468,2
1,4.060997,4
1,2.42812,2
1,2.273786,2
1,4.56514,4
1,5.526771,5
1,1.337735,1
0,4.218218,4
1,4.225918,4
1,3.861504,3
0,3.842139,3
1,1.327136,1
1,2.472843,2
1,3.207998,3
1,3.123002,3
1,1.473966,1
1,2.59511,2
1,5.794307,5
1,5.911453,5
1,4.672872,4
1,3.327393,3
1,3.212175,3
1,2.272951,2
0,3.434605,3
0,1.955749,1
1,3.418817,3
0,3.9082,3
1,4.60001,4
1,4.915559,4
0,1.208054,1
1,3.802481,3
1,3.813427,3
1,4.022953,4
0,1.511479,1
0,1.737206,1
0,2.166599,2
1,1.847258,1
1,4.748022,4
1,1.641854,1
1,5.032313,5
1,3.843321,3
1,2.903916,2
1,5.90856,5
1,2.241808,2
0,2.167809,2
1,2.434361,2
0,2.819251,2
0,2.813474,2
0,3.525617,3
1,1.452731,1
0,1.24245,1
1,3.276803,3
0,3.397511,3
1,2.016277,2
1,4.957561,4
0,3.755741,3
1,1.193683,1
1,2.307345,2
1,2.47119,2
1,3.892181,3
1,1.691441,1
0,1.857237,1
1,4.701217,4
1,4.617751,4
1,2.5497,2
1,2.824794,2
1,4.669331,4
1,3.643762,3
1,2.262112,2
0,2.317384,2
1,2.280006,2
0,2.438982,2
1,1.62779,1
1,1.198902,1
0,5.048368,5
0,3.629666,3
1,4.335073,4
1,3.826446,3
1,1.799099,1
1,2.220449,2
1,3.482892,3
0,1.656099,1
1,4.792779,4
0,4.629768,4
1,3.47174,3
1,1.712661,1
1,4.947554,4
1,3.27582,3
1,2.082038,2
0,5.952027,5
1,4.904647,4
0,3.348011,3
1,5.308809,5
1,2.151186,2
0,3.74247,3
1,1.874295,1
1,2.584003,2
1,3.926689,3
1,2.952039,2
1,4.063178,4
0,1.007967,1
1,1.010783,1
0,2.737653,2
1,1.884317,1
1,4.342082,4
1,3.599012,3
1,2.584926,2
0,4.612028,4
1,3.436876,3
1,2.988319,2
1,4.002559,4
1,1.567549,1
1,5.053753,5
1,2.871026,2
0,4.409174,4
1,1.072423,1
1,2.529098,2
1,1.656626,1
1,2.064057,2
1,5.43711,5
0,1.289174,1
1,4.385865,4
0,2.663863,2
1,4.88655,4
1,4.233827,4
1,4.525022,4
1,3.76028,3
1,3.578285,3
1,2.308006,2
0,1.354701,1
1,1.395733,1
1,2.093295,2
1,4.599466,4
1,1.644127,1
1,3.961351,3
1,4.807082,4
1,3.723962,3
1,3.298959,3
1,4.195325,4
1,3.614241,3
1,2.312632,2
1,5.851486,5
1,3.751177,3
0,1.103415,1
1,4.943374,4
1,1.354261,1
0,1.007733,1
1,4.08515,4
1,3.104158,3
1,3.59094,3
1,4.003685,4
0,3.905629,3
1,5.355801,5
0,1.836093,1
1,4.246806,4
1,2.854068,2
1,4.183061,4
1,4.910268,4
1,1.464008,1
1,2.197178,2
0,2.047971,2
1,3.991174,3
1,4.593315,4
1,5.820071,5
1,5.884643,5
1,4.749578,4
1,4.182923,4
0,2.562934,2
0,2.732296,2
1,2.848462,2
1,3.185244,3
1,3.64447,3
0,2.460488,2
1,3.480374,3
1,2.712296,2
1,3.158879,3
1,2.009793,2
1,4.459424,4
1,4.795191,4
0,2.199884,2
1,4.164057,4
1,2.843874,2
0,2.165168,2
1,2.370099,2
1,4.381387,4
0,1.194485,1
1,4.621233,4
1,5.273736,5
1,4.01729,4
1,2.859544,2
1,3.943952,3
1,2.825675,2
1,2.536937,2
1,4.975734,4
0,1.05438,1
1,3.64589,3
0,2.563721,2
1,2.561616,2
1,4.563744,4
1,2.673664,2
0,1.022814,1
0,3.271301,3
1,4.525158,4
1,5.436726,5
1,2.541795,2
1,3.542974,3
1,4.919795,4
1,1.736263,1
1,4.57094,4
1,5.557167,5
1,1.786745,1
1,2.50309,2
1,2.107196,2
1,1.981405,1
0,1.137927,1
1,2.975268,2
1,4.433856,4
1,2.155221,2
1,3.676805,3
1,3.061364,3
1,3.491431,3
1,2.903491,2
0,1.23707,1
1,2.957892,2
1,3.531271,3
1,1.640413,1
0,1.446371,1
1,2.435167,2
1,2.593544,2
1,4.893669,4
0,4.188093,4
1,4.331446,4
1,4.07673,4
0,3.149775,3
0,2.249757,2
1,4.437729,4
0,1.430852,1
0,1.642695,1
1,2.209856,2
0,1.366037,1
1,2.686669,2
0,4.564491,4
1,2.843371,2
1,3.862383,3
1,2.342571,2
0,3.623283,3
1,1.470323,1
1,5.229864,5
1,5.55197,5
1,2.087334,2
0,3.386552,3
1,5.763376,5
1,5.603981,5
1,3.566721,3
1,4.671081,4
1,3.239625,3
0,3.687676,3
1,4.391013,4
0,5.070967,5
1,1.215026,1
1,2.891826,2
1,2.451065,2
1,2.173082,2
1,3.658608,3
1,4.535781,4
1,1.625159,1
1,4.795021,4
1,4.629165,4
1,1.336742,1
1,4.507099,4
1,1.754104,1
1,3.396263,3
1,3.267254,3
0,1.42171,1
1,5.231249,5
0,3.208058,3
1,3.99352,3
1,4.90193,4
1,3.853227,3
1,5.745112,5
1,4.886718,4
1,2.774227,2
1,4.526274,4
1,4.631528,4
1,3.27315,3
0,2.592629,2
1,2.82426,2
0,1.799793,1
1,2.397825,2
1,2.991176,2
0,1.231075,1
1,1.369072,1
1,3.814932,3
1,1.082508,1
0,3.642676,3
1,1.770644,1
1,2.581706,2
0,1.124481,1
0,5.252933,5
1,2.090397,2
1,2.899665,2
1,2.159583,2
1,2.348411,2
0,4.245094,4
0,2.839877,2
1,2.136435,2
1,3.630174,3
1,2.867213,2
1,2.81472,2
1,2.419226,2
1,2.601434,2
0,1.918157,1
1,3.406972,3
0,5.504396,5
1,3.375588,3
0,2.141965,2
1,4.947958,4
1,5.154871,5
1,4.76866,4
1,4.619389,4
1,2.331823,2
1,1.218819,1
0,2.174293,2
1,4.051617,4
0,2.088168,2
0,3.116136,3
1,4.545505,4
1,2.282024,2
1,2.278573,2
0,1.280816,1
1,4.786157,4
1,1.786369,1
1,2.352684,2
1,3.154332,3
1,1.774851,1
0,2.024388,2
0,1.509335,1
0,1.425584,1
0,2.207928,2
1,4.973208,4
1,4.567591,4
1,4.179328,4
1,2.152495,2
1,2.491023,2
0,4.996521,4
1,2.441326,2
1,4.490209,4
0,3.422239,3
0,4.097281,4
1,2.789899,2
1,4.625083,4
1,1.241768,1
1,3.2636,3
1,3.08102,3
1,3.502222,3
1,2.933452,2
0,3.60281,3
1,3.366723,3
1,5.026809,5
1,1.638492,1
1,4.891925,4
0,2.679869,2
1,4.824881,4
1,2.386175,2
1,1.020987,1
1,1.749304,1
1,1.872292,1
1,2.348656,2
1,2.46306,2
1,1.232234,1
1,4.548134,4
0,2.381973,2
1,3.194788,3
1,1.260954,1
1,1.968526,1
1,3.915444,3
0,1.30302,1
0,1.508495,1
1,5.308068,5
0,3.135388,3
0,4.569575,4
1,5.291667,5
1,2.445777,2
1,4.525439,4
0,5.248351,5
0,5.079519,5
1,2.932494,2
1,5.662345,5
1,2.043826,2
1,5.025708,5
1,2.238759,2
0,2.74012,2
1,3.626583,3
1,4.64162,4
1,3.874521,3
0,3.308534,3
1,1.114212,1
0,3.150476,3
1,1.098694,1
1,2.073537,2
0,3.518877,3
1,3.980753,3
1,4.689385,4
0,2.408433,2
0,4.254085,4
1,4.376899,4
1,3.590024,3
1,4.818298,4
1,2.860807,2
1,2.729393,2
1,3.453416,3
0,1.308337,1
1,1.532991,1
1,2.445776,2
0,2.475689,2
1,2.86078,2
1,1.495703,1
1,1.969342,1
0,2.004812,2
0,4.952888,4
1,2.456851,2
1,3.869853,3
1,3.700394,3
1,3.579386,3
1,4.801279,4
1,2.845729,2
0,4.745139,4
0,1.345074,1
1,3.124269,3
1,1.107584,1
1,2.177478,2
1,2.414713,2
0,2.561894,2
1,3.090502,3
1,3.433366,3
1,3.754889,3
1,3.791749,3
1,5.237521,5
1,4.93048,4
0,5.560444,5
1,4.685265,4
1,2.705995,2
0,3.532689,3
0,4.844209,4
1,4.920646,4
1,3.031333,3
1,3.035901,3
1,1.787291,1
1,5.044736,5
1,2.109579,2
1,5.980345,5
1,4.898498,4
1,3.098819,3
1,3.999928,3
1,2.760626,2
1,3.394232,3
1,3.461714,3
0,2.418699,2
1,3.698292,3
1,3.640921,3
1,1.70522,1
1,3.317749,3
1,2.310037,2
1,2.360765,2
0,1.871883,1
1,4.902903,4
1,5.827611,5
0,2.485052,2
1,5.449815,5
1,5.194717,5
1,3.96997,3
0,1.54292,1
0,1.035034,1
1,1.304226,1
1,1.203904,1
1,2.152879,2
1,2.117606,2
1,1.403327,1
1,2.863878,2
1,4.998971,4
0,2.143442,2
0,4.860017,4
1,1.096564,1
0,1.944779,1
1,1.644407,1
1,5.240553,5
1,1.343353,1
1,2.480667,2
1,3.845686,3
1,2.432723,2
1,3.440609,3
1,2.174469,2
1,2.371987,2
1,4.285134,4
1,3.711041,3
0,1.036799,1
1,4.144174,4
1,3.200259,3
0,3.727947,3
1,5.569754,5
0,4.110904,4
1,3.221964,3
1,5.333121,5
1,4.574917,4
1,3.952491,3
1,3.418072,3
1,2.380006,2
1,3.05937,3
0,1.593084,1
1,3.469058,3
1,4.619257,4
1,2.312937,2
1,5.127791,5
1,2.948903,2
1,2.94102,2
1,4.99405,4
1,5.404362,5
1,3.187238,3
1,4.728286,4
1,2.737634,2
0,2.750168,2
1,2.384803,2
1,3.953193,3
0,3.424898,3
0,1.690094,1
1,1.395531,1
1,5.775113,5
0,3.897768,3
0,2.830225,2
1,1.953889,1
1,3.752845,3
0,5.369239,5
1,1.770083,1
1,2.878019,2
1,2.203506,2
1,2.889776,2
1,1.058909,1
1,4.186112,4
1,3.226284,3
1,1.649139,1
1,4.072115,4
1,4.980163,4
1,5.678128,5
1,4.084003,4
1,1.125031,1
1,3.024168,3
1,2.835455,2
0,5.838069,5
1,3.295843,3
1,3.460526,3
1,2.113189,2
1,5.696848,5
1,5.211407,5
1,4.723083,4
1,4.319194,4
1,2.416476,2
1,4.233248,4
1,2.965683,2
1,3.224771,3
1,2.219613,2
1,2.487321,2
0,1.561766,1
0,1.814383,1
0,3.484264,3
0,2.213912,2
1,4.665524,4
1,3.38937,3
1,2.856498,2
1,4.37984,4
1,2.352443,2
1,3.343805,3
0,2.329756,2
0,1.598045,1
1,2.223401,2
0,3.076398,3
1,1.77202,1
1,2.834854,2
1,3.080507,3
1,5.94918,5
0,1.878793,1
1,3.531203,3
0,1.994011,1
1,1.347347,1
1,2.171319,2
1,4.132273,4
1,2.505102,2
1,4.680112,4
1,2.400591,2
1,1.931552,1
1,1.219862,1
1,1.475429,1
1,3.669899,3
1,4.655437,4
0,5.822668,5
1,5.468568,5
1,2.331521,2
1,4.67774,4
1,2.164415,2
1,2.681572,2
1,1.842174,1
1,4.253289,4
1,1.032935,1
1,4.87588,4
1,3.374945,3
1,3.895141,3
1,1.35734,1
1,2.768007,2
1,3.059693,3
1,3.004719,3
0,2.551289,2
1,1.660046,1
1,1.185814,1
1,3.772554,3
1,3.971754,3
1,4.145405,4
1,2.018396,2
1,2.150848,2
1,1.577052,1
1,1.890045,1
0,2.736862,2
1,1.500458,1
1,3.431296,3
1,5.55508,5
1,2.590772,2
1,5.259729,5
1,3.815024,3
1,3.889929,3
1,3.429458,3
1,4.092718,4
1,4.757171,4
1,3.144185,3
1,1.872135,1
0,1.435871,1
1,4.157907,4
1,2.586625,2
1,1.029025,1
1,5.94128,5
0,2.45984,2
0,3.562636,3
1,1.200436,1
0,1.355766,1
1,2.797901,2
0,5.477034,5
1,4.161126,4
1,3.781948,3
1,4.379606,4
0,1.803017,1
1,4.173534,4
0,4.177833,4
1,2.278643,2
0,1.005409,1
1,2.452137,2
1,1.998667,1
1,5.931462,5
1,4.036588,4
1,5.159205,5
1,1.973855,1
1,4.873171,4
1,3.738984,3
1,2.782092,2
0,1.339469,1
1,4.188077,4
1,5.429511,5
1,2.499146,2
0,5.58858,5
0,2.100541,2
1,3.385021,3
0,4.877034,4
1,4.718428,4
0,1.52239,1
1,2.973341,2
1,5.730945,5
1,3.870658,3
1,2.21926,2
1,4.929057,4
0,3.270207,3
1,4.29326,4
1,3.284728,3
1,1.499043,1
1,3.659747,3
1,4.281886,4
1,4.17736,4
0,3.671487,3
1,4.827524,4
1,4.864177,4
1,4.599607,4
1,4.39962,4
1,4.279415,4
1,2.048913,2
1,3.819082,3
1,3.427478,3
1,3.058068,3
1,3.578948,3
1,1.973348,1
1,5.531955,5
1,3.086489,3
0,5.920442,5
1,4.336709,4
1,4.357157,4
1,1.361305,1
1,5.855924,5
0,2.87655,2
0,2.156428,2
1,1.967706,1
0,2.839303,2
0,2.696081,2
1,5.840494,5
1,3.568239,3
1,4.165947,4
1,5.150172,5
1,5.614106,5
1,2.153581,2
1,3.151364,3
1,2.68548,2
1,3.502372,3
1,2.223833,2
1,4.494487,4
0,4.493683,4
1,4.918617,4
0,3.476691,3
1,1.62157,1
1,3.275412,3
0,3.90593,3
1,2.111419,2
0,2.885328,2
0,2.487259,2
1,5.052815,5
1,1.86739,1
1,1.867493,1
1,1.259176,1
1,3.581803,3
1,3.637719,3
1,2.551567,2
1,2.177557,2
1,5.768155,5
0,3.838761,3
1,3.723417,3
1,5.552663,5
1,2.381009,2
0,3.953396,3
1,4.450566,4
0,4.588555,4
0,1.732622,1
1,4.406252,4
0,1.059949,1
1,4.184667,4
1,4.445841,4
1,4.453426,4
1,3.515875,3
1,5.024929,5
1,2.849721,2
1,3.280912,3
1,4.10801,4
1,5.275088,5
1,4.533685,4
1,2.044579,2
0,1.720692,1
1,2.347458,2
1,2.114541,2
1,3.521444,3
1,1.682741,1
1,4.074643,4
1,3.376574,3
1,2.956944,2
1,5.4677,5
1,3.225034,3
1,2.414692,2
1,5.489503,5
0,4.075261,4
0,2.423399,2
1,5.532293,5
1,3.690255,3
1,3.824477,3
0,3.250408,3
1,1.706772,1
0,2.371485,2
0,2.116117,2
0,1.999114,1
1,4.377952,4
1,4.454885,4
1,5.477229,5
1,1.320894,1
0,1.763798,1
1,4.228755,4
1,2.676672,2
0,1.596111,1
1,2.761413,2
0,2.107318,2
0,1.293607,1
1,3.713884,3
1,4.835417,4
1,2.191926,2
0,3.334771,3
1,2.48303,2
1,5.349647,5
1,2.293606,2
1,2.113115,2
1,4.312121,4
1,4.916289,4
1,5.28871,5
1,2.799014,2
1,2.601661,2
1,2.129162,2
1,1.516001,1
0,3.822678,3
0,2.772253,2
1,3.847612,3
1,3.1558,3
1,5.955792,5
1,5.581472,5
1,3.45221,3
1,1.550915,1
1,2.47482,2
0,2.698179,2
0,3.717278,3
1,3.876831,3
0,1.261597,1
1,1.777387,1
0,2.588078,2
1,3.810624,3
1,5.296984,5
1,3.098068,3
1,2.520714,2
0,3.368883,3
1,5.632198,5
1,2.499437,2
1,5.532012,5
1,5.617986,5
1,3.955486,3
1,4.549906,4
1,4.464073,4
1,3.289246,3
1,3.226583,3
1,2.206408,2
1,3.193598,3
1,1.652892,1
1,2.899352,2
0,3.194206,3
1,3.459705,3
1,5.621532,5
1,2.879081,2
0,2.400473,2
0,1.387412,1
1,4.624608,4
1,1.75673,1
1,5.002051,5
1,1.288886,1
0,2.909388,2
1,3.284962,3
0,3.033524,3
1,2.991429,2
1,4.07681,4
1,3.48203,3
1,3.208686,3
0,4.168599,4
1,2.093536,2
1,2.910431,2
1,2.086561,2
0,1.978476,1
1,4.314999,4
0,2.636278,2
1,4.454641,4
1,5.576911,5
1,3.460426,3
1,2.247123,2
0,4.507344,4
1,1.827639,1
1,2.106472,2
1,3.783687,3
1,1.762118,1
0,2.361664,2
1,2.050829,2
1,5.609253,5
1,2.255525,2
0,1.896357,1
1,4.278459,4
1,4.805295,4
1,3.383239,3
1,2.943438,2
1,3.751283,3
1,2.367662,2
1,4.595395,4
1,1.159441,1
1,4.531526,4
1,5.744996,5
0,1.61856,1
1,2.385819,2
1,3.191121,3
1,4.143039,4
0,1.740809,1
1,4.218424,4
1,1.612987,1
1,4.56828,4
1,3.388546,3
1,1.007384,1
0,2.07281,2
1,1.655063,1
0,5.918899,5
0,1.761139,1
1,4.256296,4
1,5.727833,5
1,1.004514,1
1,3.81906,3
1,2.382454,2
1,5.075359,5
0,3.554994,3
1,1.179589,1
0,4.639709,4
1,4.381207,4
0,1.587757,1
0,3.321557,3
0,1.464869,1
0,2.272511,2
1,4.242715,4
0,4.880854,4
1,1.078423,1
1,2.924611,2
1,4.639327,4
1,3.497093,3
1,2.471537,2
1,1.248061,1
0,3.41674,3
0,1.532776,1
1,3.856612,3
0,1.269535,1
1,3.620699,3
1,3.128422,3
1,5.206298,5
1,2.519563,2
1,3.669749,3
1,1.895659,1
0,1.874753,1
0,2.552455,2
0,1.680873,1
1,4.680575,4
1,1.249793,1
1,4.03931,4
1,2.682129,2
1,1.777083,1
1,1.221608,1
1,2.405109,2
1,1.472911,1
1,2.471622,2
1,2.209121,2
0,1.15894,1
1,2.647431,2
1,1.382238,1
1,2.03959,2
1,1.722645,1
0,4.684881,4
1,1.268572,1
1,1.703629,1
1,3.505705,3
0,1.495717,1
1,3.26327,3
0,3.895599,3
1,1.140901,1
1,2.178164,2
1,4.192363,4
1,5.664054,5
1,4.576449,4
1,2.794853,2
1,1.831909,1
0,1.062728,1
1,5.874527,5
1,3.070327,3
0,1.804383,1
1,2.067729,2
1,3.706396,3
1,2.220549,2
1,5.735545,5
1,3.999214,3
1,4.965156,4
1,3.338681,3
0,2.582663,2
1,3.803307,3
1,2.473205,2
1,2.158531,2
1,2.864345,2
1,2.256954,2
1,1.302984,1
1,4.914548,4
0,2.710678,2
1,5.430861,5
1,3.696585,3
1,2.35593,2
1,5.077391,5
1,1.281678,1
1,3.165904,3
0,1.03759,1
1,2.88332,2
1,3.480132,3
0,2.505063,2
0,3.223559,3
0,3.419256,3
1,1.013579,1
1,3.759991,3
1,4.305703,4
0,2.61895,2
1,3.459521,3
1,3.496462,3
1,5.242109,5
0,2.245138,2
0,2.034849,2
1,3.197339,3
1,3.14314,3
1,1.188119,1
0,1.803585,1
0,2.44928,2
1,4.024747,4
1,1.596526,1
1,4.659661,4
1,5.837878,5
1,2.423901,2
0,4.490694,4
1,1.495226,1
1,1.579502,1
1,4.334595,4
0,2.297698,2
0,1.381401,1
1,3.815622,3
1,4.821565,4
1,3.246098,3
0,3.280358,3
1,2.925281,2
1,3.693369,3
1,2.151153,2
1,4.71502,4
1,4.615542,4
1,3.029759,3
1,2.891681,2
0,1.73295,1
1,2.037196,2
0,1.911994,1
1,1.879452,1
0,1.811543,1
1,2.719903,2
0,1.759832,1
1,1.148405,1
1,1.130931,1
1,4.37308,4
1,3.586547,3
1,4.142715,4
0,2.770942,2
1,2.203093,2
1,5.965639,5
0,5.122992,5
1,3.046232,3
1,4.689223,4
0,5.770839,5
1,4.91133,4
1,2.48092,2
0,2.219838,2
1,4.257678,4
1,4.92192,4
0,4.866906,4
1,3.341416,3
1,4.61903,4
1,2.669378,2
1,2.504191,2
1,2.024749,2
1,1.889611,1
0,1.739136,1
1,3.159799,3
1,2.033203,2
1,1.700032,1
1,3.100995,3
1,2.725904,2
0,2.659611,2
1,2.716245,2
1,4.765209,4
0,2.122762,2
1,2.381462,2
0,1.53458,1
1,5.729737,5
1,2.940581,2
1,2.084436,2
1,4.728268,4
0,1.676214,1
1,5.434775,5
1,2.80242,2
1,1.245717,1
1,1.050751,1
0,5.775044,5
1,4.235026,4
1,4.377788,4
1,3.135397,3
1,3.76928,3
1,4.604977,4
1,1.700643,1
1,5.66831,5
0,1.546399,1
1,2.893839,2
1,3.596067,3
0,1.829349,1
1,2.558087,2
0,1.055749,1
0,1.584715,1
0,1.084282,1
1,1.44132,1
0,4.695543,4
1,3.577392,3
0,2.689276,2
0,3.733073,3
1,3.372518,3
1,3.38537,3
1,4.195261,4
1,1.348867,1
1,2.272514,2
1,1.864284,1
1,2.229984,2
1,1.689026,1
1,4.822491,4
0,2.946224,2
1,2.614747,2
0,4.605548,4
1,2.240893,2
1,1.740319,1
1,3.071421,3
1,3.317073,3
1,4.203892,4
0,1.955029,1
0,3.935146,3
1,5.990104,5
1,4.509798,4
1,4.606,4
0,1.76212,1
1,2.560142,2
1,4.447234,4
0,2.297158,2
1,3.343152,3
1,3.898495,3
0,1.587204,1
1,4.533787,4
1,5.861993,5
0,4.94825,4
0,3.447138,3
1,2.67443,2
1,3.391977,3
1,2.559994,2
1,3.202189,3
1,5.167599,5
1,3.863718,3
0,1.601338,1
1,2.388783,2
1,1.825037,1
1,3.4682,3
1,2.485585,2
1,5.678672,5
1,4.623758,4
0,3.954186,3
1,3.984337,3
0,3.122466,3
1,2.586827,2
1,5.83077,5
1,5.944628,5
1,1.584821,1
1,5.084856,5
1,4.327634,4
1,3.901984,3
1,4.945758,4
0,2.948358,2
1,5.784163,5
0,4.294391,4
0,1.381036,1
1,4.574014,4
1,2.651855,2
1,4.45515,4
1,1.15347,1
1,5.735795,5
1,4.972074,4
0,1.714708,1
1,5.70261,5
1,4.320872,4
1,3.981058,3
1,4.970935,4
1,3.522471,3
1,5.15941,5
1,3.109293,3
1,3.882847,3
0,1.544193,1
1,3.007495,3
1,5.628728,5
1,2.577333,2
1,2.351302,2
1,2.055317,2
1,3.492946,3
1,5.946362,5
1,4.062383,4
1,2.515876,2
1,4.305112,4
1,4.977028,4
0,2.584661,2
1,4.528012,4
1,1.926008,1
1,1.250115,1
1,5.345573,5
0,2.335341,2
0,1.723492,1
1,5.576457,5
1,3.199782,3
1,3.997156,3
1,5.825272,5
0,2.04144,2
0,4.926567,4
0,4.851045,4
1,5.288888,5
1,3.759422,3
1,1.137267,1
1,2.312046,2
0,2.345166,2
1,5.593619,5
1,1.419948,1
1,1.82905,1
1,4.471655,4
1,2.349319,2
0,2.603664,2
0,1.467511,1
1,2.432838,2
1,1.842441,1
0,1.807941,1
1,2.390836,2
1,4.412573,4
0,4.016422,4
1,4.849604,4
1,2.904826,2
0,1.08366,1
1,3.881679,3
1,5.453437,5
1,1.040727,1
1,4.916508,4
1,2.199172,2
1,4.014042,4
1,2.296016,2
0,3.035819,3
1,4.837801,4
1,2.88883,2
1,1.684256,1
1,4.163498,4
1,2.777167,2
1,3.920634,3
1,4.804737,4
1,1.36552,1
1,4.287792,4
0,1.307503,1
1,4.920986,4
1,3.723165,3
1,4.5295,4
1,2.034418,2
1,3.116852,3
1,4.355218,4
1,2.142731,2
1,2.268702,2
0,5.120639,5
1,3.403401,3
1,4.654174,4
1,5.522339,5
1,5.494517,5
1,4.889903,4
1,3.275573,3
1,4.648106,4
1,4.3104,4
0,2.754178,2
1,5.250607,5
0,1.952563,1
1,5.894143,5
1,4.581672,4
1,2.824593,2
0,3.596914,3
0,2.512613,2
0,2.158578,2
1,1.315567,1
1,1.019865,1
1,2.730496,2
0,2.607732,2
1,2.787507,2
1,4.846894,4
1,3.847733,3
1,4.167415,4
1,4.60806,4
1,2.614191,2
1,3.73716,3
1,2.271581,2
1,2.080117,2
0,2.821151,2
0,1.597596,1
1,2.380045,2
1,4.515033,4
1,1.491604,1
1,3.593011,3
1,2.331888,2
1,3.073144,3
1,1.059027,1
0,1.705434,1
0,4.387554,4
1,1.661766,1
1,3.292006,3
1,3.169456,3
1,4.641118,4
1,3.298101,3
1,5.155746,5
1,3.562021,3
1,4.59972,4
1,2.617142,2
1,3.154194,3
1,4.81946,4
1,3.425194,3
0,2.598152,2
1,3.133518,3
1,4.485291,4
0,4.492768,4
1,2.591514,2
1,3.263648,3
0,1.359097,1
1,4.510321,4
1,5.278269,5
1,2.568092,2
0,3.942842,3
1,3.418521,3
1,1.590117,1
1,5.021323,5
0,2.730704,2
1,4.495605,4
0,1.802356,1
1,1.969913,1
0,2.383197,2
0,3.985766,3
1,4.995352,4
1,2.232401,2
1,5.706128,5
1,3.306648,3
1,3.123871,3
1,3.599725,3
1,5.316525,5
1,1.122283,1
1,3.262796,3
1,4.132224,4
1,3.284964,3
1,3.357553,3
1,4.891166,4
0,2.973368,2
0,1.848955,1
1,3.934075,3
0,2.813164,2
0,2.984644,2
1,4.441247,4
0,1.455954,1
1,3.239181,3
1,1.486508,1
1,4.087445,4
0,2.781177,2
1,4.561195,4
0,4.745659,4
0,5.311474,5
1,4.308265,4
